Unnamed: 0,State,Hospital_Name,City,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue
61,IN,Methodist Hospitals - Northlake Campus,Gary,453,"11,507","80,401","$1,469,792"
62,IN,Methodist Hospitals - Southlake Campus,Merrillville,319,"12,715","61,757",$0
63,IN,MHP Medical Center,Shelbyville,46,"2,614","11,186","$497,155"
64,IN,Mishawaka Medical Center,Mishawaka,253,"11,828","60,283","$1,203,536"
65,IN,Monroe Hospital,Bloomington,32,952,"3,777","$135,077"
66,IN,Northwest Health - La Porte,La Porte,74,"4,599","23,344","$735,940"
67,IN,Northwest Health - Portage,Portage,0,0,0,$0
68,IN,Northwest Health - Porter,Valparaiso,252,"11,521","57,720","$2,395,331"
69,IN,Northwest Health - Starke,Knox,15,473,"1,778","$79,136"
70,IN,Norton King's Daughters' Health,Madison,61,"2,627","11,500","$430,412"
71,IN,NW Indiana 24/7 ER & Hospital,Hammond,0,0,0,$0
72,IN,OrthoIndy Northwest Hospital,Indianapolis,38,"1,929","2,968","$451,204"
73,IN,Parkview DeKalb Hospital,Auburn,64,"1,613","4,662","$236,493"
74,IN,Parkview Hospital Randallia,Fort Wayne,0,0,0,$0
75,IN,Parkview Huntington Hospital,Huntington,36,"1,550","4,943","$241,393"
76,IN,Parkview Noble Hospital,Kendallville,31,"1,867","5,615","$240,820"
77,IN,Parkview Ortho Hospital,Fort Wayne,37,303,510,"$567,162"
78,IN,Parkview Regional Medical Center,Fort Wayne,938,"52,310","196,451","$5,255,781"
79,IN,Parkview Whitley Hospital,Columbia City,30,"1,950","5,874","$301,285"
80,IN,Peyton Manning Children's Hospital at Ascension St. Vincent in Indianapolis,Indianapolis,0,0,0,$0
81,IN,Pinnacle Hospital,Crown Point,18,630,"1,910","$346,575"
82,IN,Plymouth Medical Center,Plymouth,45,"1,894","6,032","$235,739"
83,IN,PMC Regional Hospital,New Albany,10,329,665,"$229,857"
84,IN,Reid Hospital,Richmond,231,"12,239","48,275","$1,159,118"
85,IN,Richard L. Roudebush VA Medical Center,Indianapolis,0,0,0,$0
86,IN,Riverview Health Noblesville Hospital,Noblesville,143,"4,429","18,735","$686,952"
87,IN,Riverview Health Westfield Hospital,Westfield,0,0,0,$0
88,IN,Saint Catherine Hospital,East Chicago,131,"5,174","29,315","$555,291"
89,IN,Saint Mary Medical Center,Hobart,200,"7,708","38,440","$1,210,461"
90,IN,Schneck Medical Center,Seymour,81,"2,148","11,358","$484,915"
91,IN,Sidney and Lois Eskenazi Hospital,Indianapolis,343,"16,902","87,337","$2,529,038"
92,IN,St. Elizabeth Dearborn Hospital,Lawrenceburg,61,"3,517","14,151","$234,620"
93,IN,Terre Haute Regional Hospital,Terre Haute,189,"3,825","17,247","$819,095"
94,IN,The Heart Hospital,Newburgh,24,"1,516","6,036","$165,306"
95,IN,The Women's Hospital,Newburgh,74,"3,697","23,537","$235,777"
96,IN,Union Hospital,Terre Haute,259,"14,508","69,020","$1,736,080"
97,IN,Unity Physicians Hospital,Mishawaka,29,308,583,"$193,317"
98,IN,Witham Memorial Hospital,Lebanon,104,"2,037","9,731","$523,811"
0,KS,University of Kansas Health System Saint Francis Campus,Topeka,264,"7,356","32,202","$1,132,932"
1,KS,AdventHealth Ottawa,Ottawa,36,"1,149","3,765","$294,855"
2,KS,AdventHealth Shawnee Mission,Shawnee Mission,385,"17,173","78,466","$2,831,716"
3,KS,AdventHealth South Overland Park,Overland Park,41,984,"4,976","$159,590"
4,KS,Ascension Via Christi Hospital in Manhattan,Manhattan,94,"3,273","14,376","$319,109"
5,KS,Ascension Via Christi Hospital in Pittsburg,Pittsburg,76,"3,280","11,664","$333,711"
6,KS,Ascension Via Christi St. Francis,Wichita,660,"26,829","159,590","$2,476,501"
7,KS,Ascension Via Christi St. Joseph,Wichita,0,0,0,$0
8,KS,Ascension Via Christi St. Teresa,Wichita,46,"2,008","7,296","$216,985"
9,KS,Ascentist Hospital,Leawood,9,296,"1,165","$117,409"
10,KS,Caldwell Regional Medical Center,Caldwell,0,0,0,$0
11,KS,Centura - Bob Wilson Memorial Hospital,Ulysses,26,178,650,"$25,495"
12,KS,Centura - St. Catherine Hospital - Dodge City,Dodge City,89,"1,531","4,517","$165,588"
13,KS,Centura - St. Catherine Hospital - Garden City,Garden City,100,"2,888","12,471","$327,294"
14,KS,Coffeyville Regional Medical Center,Coffeyville,47,"1,148","4,689","$128,872"
15,KS,Colmery-O'Neil Veterans' Administration Medical Center,Topeka,0,0,0,$0
16,KS,Dwight D. Eisenhower VA Medical Center,Leavenworth,0,0,0,$0
17,KS,Hays Medical Center,Hays,144,"4,316","22,104","$647,329"
18,KS,Hutchinson Regional Medical Center,Hutchinson,172,"4,106","16,740","$540,885"
19,KS,Irwin Army Community Hospital,Fort Riley,0,0,0,$0
20,KS,Kansas City Orthopaedic Institute,Leawood,17,896,"1,792","$269,953"
21,KS,Kansas Heart Hospital,Wichita,46,"1,870","7,848","$172,831"
22,KS,Kansas Medical Center,Andover,58,"1,918","8,258","$147,357"
23,KS,Kansas Spine & Specialty Hospital,Wichita,35,"1,611","3,629","$217,059"
24,KS,Kansas Surgery & Recovery Center,Wichita,32,"1,496","3,150","$172,644"
25,KS,Labette Health,Parsons,56,"1,348","5,213","$239,705"
26,KS,LMH Health Main Campus,Lawrence,136,"5,207","20,508","$1,235,241"
27,KS,Manhattan Surgical Center,Manhattan,13,699,834,"$143,736"
28,KS,McPherson Hospital,McPherson,37,801,"3,633","$108,355"
29,KS,Menorah Medical Center,Overland Park,153,"8,717","36,596","$1,463,298"
30,KS,Mercy Hospital,Moundridge,15,194,714,"$5,102"
31,KS,Miami County Medical Center,Paola,18,515,"1,202","$91,608"
32,KS,MISH Hospital and Clinics,Lenexa,9,39,81,"$38,878"
33,KS,Morton County Hospital,Elkhart,26,138,527,"$9,473"
34,KS,NMC Health,Newton,99,"2,443","12,632","$252,952"
35,KS,Olathe Medical Center,Olathe,267,"10,410","40,946","$997,847"
36,KS,Overland Park Regional Medical Center,Overland Park,261,"12,825","71,688","$2,642,647"
37,KS,Pratt Regional Medical Center,Pratt,35,"1,312","4,331","$112,680"
38,KS,Premier Surgical Institute,Galena,36,386,967,"$173,935"
39,KS,Providence Medical Center,Kansas City,221,"5,694","26,722","$541,147"
40,KS,Robert J. Dole VA Medical Center,Wichita,0,0,0,$0
41,KS,Rock Regional Hospital,Derby,31,759,"3,858","$73,616"
42,KS,Saint John Hospital,Leavenworth,52,"1,041","3,012","$164,954"
43,KS,Saint Luke's South Hospital,Overland Park,165,"5,671","26,015","$996,672"
44,KS,Salina Regional Health Center,Salina,207,"7,257","28,871","$658,231"
45,KS,Salina Surgical Hospital,Salina,16,717,"1,639","$86,954"
46,KS,South Central Kansas Regional Medical Center,Arkansas City,44,458,"2,149","$71,994"
47,KS,Southwest Medical Center,Liberal,71,"2,512","10,533","$231,777"
48,KS,Stormont Vail Health-Flint Hills Campus,Junction City,49,769,"3,399","$117,778"
49,KS,Stormont Vail Hospital,Topeka,438,"20,904","95,516","$2,729,209"
50,KS,Summit Surgical,Hutchinson,10,368,682,"$28,340"
51,KS,Susan B. Allen Memorial Hospital,El Dorado,20,916,"3,402","$100,482"
52,KS,"The University of Kansas Hospital Main Campus, Bell Tower Hospital",Kansas City,969,"42,810","252,739","$11,276,118"
53,KS,Topeka ER & Hospital,Topeka,0,0,0,$0
54,KS,University of Kansas Health System Great Bend Campus,Great Bend,29,"1,158","3,963","$138,846"
55,KS,Wesley Medical Center,Wichita,590,"30,706","158,830","$6,107,498"
56,KS,Wesley Woodlawn Hospital & ER,Wichita,71,"4,978","22,041","$311,466"
0,KY,AdventHealth Manchester,Manchester,49,"1,442","7,895","$264,202"
1,KY,Baptist Health Corbin,Corbin,221,"9,047","45,705","$1,525,860"
2,KY,Baptist Health Deaconess Madisonville,Madisonville,159,"5,703","33,005","$1,209,819"
3,KY,Baptist Health Hardin,Elizabethtown,262,"11,527","60,493","$2,045,466"
4,KY,Baptist Health LaGrange,La Grange,42,"1,583","5,787","$1,740,859"
5,KY,Baptist Health Lexington,Lexington,402,"20,086","111,021","$4,472,304"
6,KY,Baptist Health Louisville,Louisville,486,"24,880","121,980","$4,177,386"
7,KY,Baptist Health Paducah,Paducah,176,"10,025","42,144","$2,350,969"
8,KY,Baptist Health Richmond,Richmond,50,"3,698","14,713","$813,473"
9,KY,Blanchfield Army Community Hospital,Fort Campbell,0,0,0,$0
10,KY,Bourbon Community Hospital,Paris,58,"1,047","4,948","$162,062"
11,KY,CHI Saint Joseph East,Lexington,160,"5,741","26,735","$675,005"
12,KY,CHI Saint Joseph Health Hospital,Lexington,255,"10,296","64,995","$1,098,774"
13,KY,Clark Regional Medical Center,Winchester,79,"3,673","13,591","$693,920"
14,KY,Crittenden Community Hospital,Marion,48,379,"1,335","$40,231"
15,KY,Deaconess Henderson Hospital,Henderson,118,"3,369","12,806","$386,132"
16,KY,Ephraim McDowell Regional Medical Center,Danville,164,"5,737","28,882","$666,058"
17,KY,Federal Medical Center Lexington,Lexington,0,0,0,$0
18,KY,Flaget Memorial Hospital,Bardstown,52,"1,694","7,302","$328,167"
19,KY,Frankfort Regional Medical Center,Frankfort,126,"5,727","28,961","$781,893"
20,KY,Georgetown Community Hospital,Georgetown,75,"1,960","7,098","$540,603"
21,KY,Harlan ARH Hospital,Harlan,103,"2,806","11,250","$312,355"
22,KY,Harrison Memorial Hospital,Cynthiana,34,"1,392","5,413","$203,219"
23,KY,Hazard ARH Regional Medical Center,Hazard,300,"8,412","46,289","$1,123,036"
24,KY,Highlands ARH Regional Medical Center,Prestonsburg,170,"3,668","19,306","$520,551"
25,KY,Jackson Purchase Medical Center,Mayfield,107,"3,805","18,607","$549,014"
26,KY,Jennie Stuart Medical Center,Hopkinsville,135,"3,898","19,042","$559,463"
27,KY,Kentucky River Medical Center,Jackson,49,"1,507","5,283","$231,489"
28,KY,King's Daughters Medical Center,Ashland,367,"18,047","87,027","$2,349,649"
29,KY,Lake Cumberland Regional Hospital,Somerset,216,"7,508","40,345","$1,586,682"
30,KY,Lexington VA Medical Center Troy Bowling Campus,Lexington,0,0,0,$0
31,KY,Logan Memorial Hospital,Russellville,75,482,"1,921","$136,411"
32,KY,Louisville VA Medical Center,Louisville,0,0,0,$0
33,KY,Meadowview Regional Medical Center,Maysville,100,"2,145","7,097","$400,254"
34,KY,Mercy Health - Lourdes Hospital,Paducah,306,"10,066","40,708","$1,147,253"
35,KY,Middlesboro ARH Hospital,Middlesboro,46,"1,312","6,156","$211,140"
36,KY,Monroe County Medical Center,Tompkinsville,49,"1,147","4,842","$44,366"
37,KY,Murray-Calloway County Hospital,Murray,123,"3,191","15,860","$517,735"
38,KY,Norton Audubon Hospital,Louisville,0,0,0,$0
39,KY,Norton Brownsboro Hospital,Louisville,0,0,0,$0
40,KY,Norton Hospital,Louisville,"1,465","76,823","386,095","$9,593,724"
41,KY,Norton Women's & Children's Hospital,Louisville,0,0,0,$0
42,KY,Owensboro Health Muhlenberg Community Hospital,Greenville,90,"1,222","5,192","$152,586"
43,KY,Owensboro Health Regional Hospital,Owensboro,352,"13,421","72,062","$1,834,598"
44,KY,Paintsville ARH Hospital,Paintsville,47,"1,513","5,975","$196,957"
45,KY,Pikeville Medical Center,Pikeville,347,"10,578","66,610","$2,577,732"
46,KY,Pineville Community Health Center,Pineville,57,549,"2,211","$26,369"
47,KY,Rockcastle Regional Hospital,Mount Vernon,173,"1,008","4,653","$204,655"
48,KY,Saint Claire Regional Medical Center,Morehead,123,"4,305","20,469","$564,282"
49,KY,Saint Elizabeth Covington,Covington,0,0,0,$0
50,KY,Saint Elizabeth Fort Thomas,Fort Thomas,157,"6,311","30,484","$424,442"
51,KY,Saint Joseph London,London,122,"5,856","31,580","$769,860"
52,KY,Saint Joseph Mount Sterling,Mount Sterling,42,"1,675","8,841","$200,492"
53,KY,Spring View Hospital,Lebanon,75,966,"3,713","$234,285"
54,KY,St. Elizabeth Edgewood Hospital,Edgewood,525,"28,164","144,756","$2,681,356"
55,KY,St. Elizabeth Florence Hospital,Florence,150,"8,259","37,889","$578,558"
56,KY,T. J. Samson Community Hospital,Glasgow,128,"4,318","19,494","$548,145"
57,KY,T.J. Health Columbia,Columbia,49,198,813,"$45,559"
58,KY,Taylor Regional Hospital,Campbellsville,90,"1,676","8,649","$304,748"
59,KY,The Medical Center at Albany,Albany,20,263,"1,096","$42,945"
60,KY,The Medical Center at Bowling Green,Bowling Green,326,"13,586","81,791","$1,200,226"
61,KY,Three Rivers Medical Center,Louisa,84,"1,567","6,975","$345,206"
62,KY,TriStar Greenview Regional Hospital,Bowling Green,118,"5,347","22,627","$981,139"
63,KY,Tug Valley ARH Regional Medical Center,South Williamson,123,"1,927","8,971","$251,625"
64,KY,Twin Lakes Regional Medical Center,Leitchfield,49,"1,594","7,014","$160,697"
65,KY,UK Good Samaritan Hospital,Lexington,224,"6,259","25,632","$177,964"
66,KY,University of Kentucky Albert B. Chandler Hospital,Lexington,991,"40,490","297,645","$7,419,937"
67,KY,University of Louisville Hospital,Louisville,333,"26,097","110,648","$3,082,279"
68,KY,UofL Health - Jewish Hospital,Louisville,899,"33,094","113,877","$3,099,892"
69,KY,UofL Health - Mary & Elizabeth Hospital,Louisville,495,"14,575","124,501","$463,502"
70,KY,UofL Health- Shelbyville Hospital,Shelbyville,32,"1,047","3,614","$164,320"
71,KY,Whitesburg ARH Hospital,Whitesburg,90,"3,524","14,025","$266,184"
72,KY,Women's Hospital at Saint Joseph East,Lexington,0,0,0,$0
0,LA,Abbeville General Hospital,Abbeville,60,"1,524","6,883","$173,356"
1,LA,Acadian Medical Center,Eunice,49,"1,540","6,356","$202,850"
2,LA,Alexandria Emergency Hospital,Alexandria,0,0,0,$0
3,LA,Alexandria VA Health Care System,Pineville,0,0,0,$0
4,LA,Allen Parish Community Healthcare,Kinder,49,464,"2,007","$37,776"
5,LA,Avail Hospital Lake Charles,Lake Charles,10,444,"1,620","$110,589"
6,LA,Avala Hospital,Covington,21,819,"1,695","$361,636"
7,LA,Avoyelles Hospital,Marksville,49,666,"2,862","$84,363"
8,LA,Baton Rouge General - Bluebonnet,Baton Rouge,345,"12,421","66,394","$1,226,969"
9,LA,Baton Rouge General - Mid City,Baton Rouge,107,"2,176","12,901","$76,351"
10,LA,Bayne-Jones Army Community Hospital,Fort Polk,0,0,0,$0
11,LA,Beauregard Memorial Hospital,DeRidder,49,"1,369","6,185","$181,771"
12,LA,Byrd Regional Hospital,Leesville,49,"1,155","5,320","$370,219"
13,LA,Caldwell Memorial Hospital,Columbia,37,182,887,"$31,871"
14,LA,Central Louisiana Surgical Hospital,Alexandria,24,492,"1,179","$423,938"
15,LA,CHRISTUS Ochsner Lake Area Hospital,Lake Charles,108,"1,985","8,593","$560,859"
16,LA,CHRISTUS Ochsner St. Patrick Hospital,Lake Charles,148,"4,920","23,703","$932,769"
17,LA,CHRISTUS Saint Frances Cabrini Hospital,Alexandria,293,"11,776","63,272","$1,688,476"
18,LA,CHRISTUS Shreveport Bossier - Highland Medical Center,Shreveport,214,"9,344","40,274","$1,440,313"
19,LA,Citizens Medical Center,Columbia,40,511,"2,252","$29,979"
20,LA,Claiborne Memorial Medical Center,Homer,37,843,"3,945","$64,741"
21,LA,Cypress Pointe Surgical Hospital,Hammond,30,634,"1,125","$169,832"
22,LA,Desoto Regional Health System,Mansfield,34,249,"1,012","$72,752"
23,LA,East Carroll Parish Hospital,Lake Providence,23,224,776,"$17,148"
24,LA,East Jefferson General Hospital,Metairie,335,"10,112","46,192","$1,142,935"
25,LA,Franklin Medical Center,Winnsboro,39,575,"2,053","$94,693"
26,LA,Glenwood Regional Medical Center,West Monroe,270,"10,212","40,265","$1,015,268"
27,LA,Iberia Medical Center,New Iberia,159,"3,706","18,674","$430,325"
28,LA,Intensive Specialty Hospital (North Campus),Shreveport,0,0,0,$0
29,LA,Intensive Specialty Hospital (Pierremont Campus),Shreveport,0,0,0,$0
30,LA,Lafayette Surgical Specialty Hospital,Lafayette,20,609,"1,311","$148,627"
31,LA,Lake Charles Memorial Hospital,Lake Charles,324,"9,319","49,045","$1,145,583"
32,LA,Lake Charles Memorial Hospital for Women,Lake Charles,0,0,0,$0
33,LA,Lakeview Regional Medical Center,Covington,168,"6,862","28,950","$964,611"
34,LA,Lane Regional Medical Center,Zachary,139,"3,544","13,646","$370,463"
35,LA,Lasalle General Hospital,Jena,46,606,"2,610","$51,935"
36,LA,Leonard J. Chabert Medical Center,Houma,80,"1,207","6,022","$164,637"
37,LA,Mercy Regional Medical Center,Ville Platte,48,989,"5,383","$168,771"
38,LA,Minden Medical Center,Minden,155,"1,684","7,503","$301,063"
39,LA,Monroe Surgical Hospital,Monroe,10,138,357,"$111,651"
40,LA,Morehouse General Hospital,Bastrop,49,837,"3,423","$89,019"
41,LA,Natchitoches Regional Medical Center,Natchitoches,208,"1,886","8,831","$276,487"
42,LA,New Orleans East Hospital,New Orleans,60,"1,532","6,637","$243,391"
43,LA,New Orleans VA Medical Center,New Orleans,0,0,0,$0
44,LA,North Oaks Medical Center,Hammond,264,"10,719","59,891","$1,950,201"
45,LA,Northern Louisiana Medical Center,Ruston,122,"3,024","15,888","$367,142"
46,LA,Oakdale Community Hospital,Oakdale,48,408,"2,074","$73,431"
47,LA,Oceans Behavioral Hospital Greater New Orleans - Marrero,Marrero,0,0,0,$0
48,LA,Ochsner Acadia General Hospital,Crowley,113,"1,526","8,375","$229,865"
49,LA,Ochsner American Legion Hospital,Jennings,49,"1,948","9,583","$140,594"
50,LA,Ochsner Baptist - A Campus of Ochsner Medical Center,New Orleans,83,"3,118","12,106","$283,719"
51,LA,Ochsner Lafayette General Medical Center,Lafayette,432,"20,042","115,282","$2,576,913"
52,LA,Ochsner Lafayette General Orthopedic Hospital - An Ochsner Lafayette General Medical Center Campus,Lafayette,0,0,0,$0
53,LA,Ochsner Lafayette General Surgical Hospital,Lafayette,10,142,258,"$67,033"
54,LA,Ochsner LSU Health - Monroe Medical Center,Monroe,111,"4,521","18,216","$499,554"
55,LA,Ochsner LSU Health - St. Mary Medical Center,Shreveport,120,"6,190","25,672","$232,317"
56,LA,Ochsner LSU Health Shreveport - Academic Medical Center,Shreveport,317,"12,781","86,051","$1,539,830"
57,LA,Ochsner Medical Center,New Orleans,"1,054","39,520","249,195","$6,548,409"
58,LA,Ochsner Medical Center - Baton Rouge,Baton Rouge,171,"7,725","34,891","$1,224,420"
59,LA,Ochsner Medical Center - Kenner,Kenner,115,"6,215","30,400","$797,355"
60,LA,Ochsner Medical Center - North Shore,Slidell,150,"3,674","18,626","$601,383"
61,LA,Ochsner Medical Center - West Bank,Gretna,180,"9,430","40,689","$559,895"
62,LA,Ochsner St. Mary,Morgan City,156,"1,699","7,443","$269,686"
63,LA,Ochsner University Hospital and Clinics,Lafayette,52,"2,262","12,672","$494,040"
64,LA,Omega Hospital,Metairie,16,66,452,"$45,392"
65,LA,Opelousas General Main Campus,Opelousas,197,"5,902","19,349","$627,653"
66,LA,Opelousas General South Campus,Opelousas,171,"1,805","8,072","$87,302"
67,LA,Our Lady of Lourdes Heart Hospital,Lafayette,32,"1,476","5,221","$178,683"
68,LA,Our Lady of Lourdes Regional Medical Center,Lafayette,379,"15,712","92,203","$1,789,999"
69,LA,Our Lady of Lourdes Women's and Children's Hospital,Lafayette,161,"6,136","36,170","$702,744"
70,LA,Our Lady of the Angels Hospital,Bogalusa,48,"1,418","6,235","$168,144"
71,LA,Our Lady of the Lake Ascension,Gonzales,78,"2,712","11,320","$263,635"
72,LA,Our Lady of the Lake Children's Hospital,Baton Rouge,0,0,0,$0
73,LA,Our Lady of the Lake Regional Medical Center,Baton Rouge,880,"28,703","179,957","$4,033,758"
74,LA,Overton Brooks VA Medical Center,Shreveport,0,0,0,$0
75,LA,PAM Health Specialty Hospital Slidell,Slidell,0,0,0,$0
76,LA,Park Place Surgical Hospital,Lafayette,10,280,502,"$186,633"
77,LA,Physicians Medical Center of Houma,Houma,30,258,653,"$62,398"
78,LA,Prairieville Family Hospital,Prairieville,0,0,0,$0
79,LA,Rapides Regional Medical Center,Alexandria,375,"14,889","85,639","$2,491,418"
80,LA,Richardson Medical Center,Rayville,38,484,"2,156","$58,487"
81,LA,Sabine Medical Center,Many,48,357,"1,433","$42,266"
82,LA,Saint Charles Parish Hospital,Luling,57,699,"3,040","$166,529"
83,LA,Saint Charles Surgical Hospital,New Orleans,39,597,"1,843","$161,583"
84,LA,Saint Francis Medical Center,Monroe,349,"11,594","65,569","$1,103,398"
85,LA,Saint Tammany Parish Hospital,Covington,213,"11,899","56,669","$1,684,586"
86,LA,Savoy Medical Center,Mamou,60,360,"1,997","$110,432"
87,LA,Slidell Memorial Hospital,Slidell,231,"9,068","38,377","$1,411,239"
88,LA,South Cameron Memorial Hospital,Cameron,49,0,0,"$6,739"
89,LA,Specialists Hospital Shreveport,Shreveport,15,690,"1,874","$281,560"
90,LA,Springhill Medical Center,Springhill,58,724,"2,435","$42,032"
91,LA,St. Bernard Parish Hospital,Chalmette,40,"1,428","6,072","$151,810"
92,LA,St. Francis P&S Surgery & Heart Center,Monroe,22,415,918,"$113,145"
93,LA,Sterling Surgical Hospital,Slidell,10,305,792,"$106,697"
94,LA,Surgical Specialty Center of Baton Rouge,Baton Rouge,16,384,719,"$152,993"
95,LA,Terrebonne General Health System,Houma,181,"5,346","26,118","$606,153"
96,LA,The Spine Hospital of Louisiana,Baton Rouge,23,"1,296","2,128","$210,612"
97,LA,Thibodaux Regional Health System,Thibodaux,194,"7,372","26,381","$1,043,482"
